Date,DataIn(TB),DataInAvg(TB),DataOut(TB),DataOutAvg(TB)
2024/05/10,0.418124878712,0.418123440976,0.418124878712,0.418123440976
2024/05/11,0.4075978402,0.407601224232,0.4075978402,0.407601224232
2024/05/12,0.303244089256,0.303248083728,0.303244089256,0.303248083728
2024/05/13,0.31458231908,0.314584731312,0.31458231908,0.314584731312
2024/05/14,0.315777337152,0.315782314088,0.315777337152,0.315782314088
2024/05/15,0.343741018184,0.343744325784,0.343741018184,0.343744325784
2024/05/16,0.388821387288,0.388827529008,0.388821387288,0.388827529008
2024/05/17,0.405878315664,0.405888597976,0.405878315664,0.405888597976
2024/05/18,0.402349784016,0.402356537224,0.402349784016,0.402356537224
2024/05/19,0.374443091384,0.374451476496,0.374443091384,0.374451476496
2024/05/20,0.414356971256,0.414365185216,0.414356971256,0.414365185216
2024/05/21,0.371131673432,0.371137994208,0.371131673432,0.371137994208
2024/05/22,0.355145182888,0.35516060316,0.355145182888,0.35516060316
2024/05/23,0.362379016368,0.362386096368,0.362379016368,0.362386096368
2024/05/24,0.364676151584,0.364681151472,0.364676151584,0.364681151472
2024/05/25,0.408955543296,0.408958802168,0.408955543296,0.408958802168
2024/05/26,0.39845381644,0.398458852544,0.39845381644,0.398458852544
2024/05/27,0.369109645616,0.369112950168,0.369109645616,0.369112950168
2024/05/28,0.357830848488,0.357835212408,0.357830848488,0.357835212408
2024/05/29,0.361945238864,0.361946828984,0.361945238864,0.361946828984
2024/05/30,0.390734541016,0.390738364128,0.390734541016,0.390738364128
2024/05/31,0.360883856296,0.360887014752,0.360883856296,0.360887014752
2024/06/01,0.348806643664,0.348981525808,0.348806643664,0.348981525808
2024/06/02,0.312187959976,0.312205463968,0.312187959976,0.312205463968
2024/06/03,0.312211436384,0.312228766312,0.312211436384,0.312228766312
2024/06/04,0.349990120864,0.350011746568,0.349990120864,0.350011746568
2024/06/05,0.360662560656,0.36070863896,0.360662560656,0.36070863896
2024/06/06,0.37432045992,0.374343647416,0.37432045992,0.374343647416
2024/06/07,0.322037679264,0.32206108488,0.322037679264,0.32206108488
2024/06/08,0.372420857544,0.372447879968,0.372420857544,0.372447879968
2024/06/09,0.32415776036,0.324172744,0.32415776036,0.324172744
2024/06/10,0.339600410192,0.339611431584,0.339600410192,0.339611431584
2024/06/11,0.353555694832,0.35358344464,0.353555694832,0.35358344464
2024/06/12,0.37622508456,0.376237808328,0.37622508456,0.376237808328
2024/06/13,0.384578160408,0.38460099704,0.384578160408,0.38460099704
2024/06/14,0.43361849844,0.433642705936,0.43361849844,0.433642705936
2024/06/15,0.386298783912,0.38632591324,0.386298783912,0.38632591324
2024/06/16,0.322348980928,0.32236167316,0.322348980928,0.32236167316
2024/06/17,0.319263014536,0.319277069104,0.319263014536,0.319277069104
2024/06/18,0.35421319504,0.354241250992,0.35421319504,0.354241250992
2024/06/19,0.367641150576,0.367663167136,0.367641150576,0.367663167136
2024/06/20,0.382129277128,0.382151758392,0.382129277128,0.382151758392
2024/06/21,0.377226390504,0.37726218628,0.377226390504,0.37726218628
2024/06/22,0.350823976312,0.350845455072,0.350823976312,0.350845455072
2024/06/23,0.351226559216,0.351238820464,0.351226559216,0.351238820464
2024/06/24,0.312742103728,0.312772293568,0.312742103728,0.312772293568
2024/06/25,0.328434420504,0.328441333304,0.328434420504,0.328441333304
2024/06/26,0.308486817056,0.308486367752,0.308486817056,0.308486367752
2024/06/27,0.401294226688,0.401280013632,0.401294226688,0.401280013632
2024/06/28,0.391847899872,0.391849506432,0.391847899872,0.391849506432
2024/06/29,0.3589083898,0.358908163,0.3589083898,0.358908163
2024/06/30,0.321295590168,0.32129966412,0.321295590168,0.32129966412
2024/07/01,0.332112131056,0.332116926568,0.332112131056,0.332116926568
2024/07/02,0.361608194392,0.361613648552,0.361608194392,0.361613648552
2024/07/03,0.365329764224,0.365334481488,0.365329764224,0.365334481488
2024/07/04,0.360052173056,0.360060667736,0.360052173056,0.360060667736
2024/07/05,0.385632991216,0.3856375334,0.385632991216,0.3856375334
2024/07/06,0.366986527384,0.36699182436,0.366986527384,0.36699182436
2024/07/07,0.32549195628,0.3254941118,0.32549195628,0.3254941118
2024/07/08,0.324174027784,0.324180394032,0.324174027784,0.324180394032
2024/07/09,0.343445045656,0.34344880388,0.343445045656,0.34344880388
2024/07/10,0.348970334824,0.348972251576,0.348970334824,0.348972251576
2024/07/11,0.339130537384,0.339135327472,0.339130537384,0.339135327472
2024/07/12,0.327993430256,0.327990747944,0.327993430256,0.327990747944
2024/07/13,0.312447544152,0.31245043968,0.312447544152,0.31245043968
2024/07/14,0.282109861816,0.282115440032,0.282109861816,0.282115440032
2024/07/15,0.285595872872,0.285597721672,0.285595872872,0.285597721672
2024/07/16,0.325246873712,0.325252240224,0.325246873712,0.325252240224
2024/07/17,0.322724234912,0.3227633964,0.322724234912,0.3227633964
2024/07/18,0.309166185128,0.309172828672,0.309166185128,0.309172828672
2024/07/19,0.323012312344,0.323026799056,0.323012312344,0.323026799056
2024/07/20,0.309213629072,0.309228488776,0.309213629072,0.309228488776
2024/07/21,0.283783672856,0.283786551248,0.283783672856,0.283786551248
2024/07/22,0.29012472896,0.290125499504,0.29012472896,0.290125499504
2024/07/23,0.312564445632,0.31256109676,0.312564445632,0.31256109676
2024/07/24,0.374999390336,0.374959351792,0.374999390336,0.374959351792
2024/07/25,0.35515288656,0.355151786544,0.35515288656,0.355151786544
2024/07/26,0.325291657352,0.325295964096,0.325291657352,0.325295964096
2024/07/27,0.309691486432,0.309694756976,0.309691486432,0.309694756976
2024/07/28,0.306579125256,0.306602497896,0.306579125256,0.306602497896
2024/07/29,0.304334121968,0.3043347728,0.304334121968,0.3043347728
2024/07/30,0.326125579976,0.32569295044,0.326125579976,0.32569295044
2024/07/31,0.329204350088,0.329206609888,0.329204350088,0.329206609888
2024/08/01,0.334662214616,0.334670809696,0.334662214616,0.334670809696
2024/08/02,0.335280923936,0.335285652488,0.335280923936,0.335285652488
2024/08/03,0.325332919224,0.325338105344,0.325332919224,0.325338105344
2024/08/04,0.293726405464,0.29373217696,0.293726405464,0.29373217696
2024/08/05,0.293520556376,0.293525513864,0.293520556376,0.293525513864
2024/08/06,0.318269749824,0.318274029208,0.318269749824,0.318274029208
2024/08/07,0.34897182176,0.348975598352,0.34897182176,0.348975598352
2024/08/08,0.317144683784,0.317149295184,0.317144683784,0.317149295184
2024/08/09,0.318585233376,0.318569042632,0.318585233376,0.318569042632
2024/08/10,0.304296447296,0.304282506912,0.304296447296,0.304282506912
2024/08/11,0.275227234976,0.275217923712,0.275227234976,0.275217923712
2024/08/12,0.27269637128,0.272688880064,0.27269637128,0.272688880064
2024/08/13,0.328272559976,0.328268562264,0.328272559976,0.328268562264
2024/08/14,0.298399069352,0.29838764796,0.298399069352,0.29838764796
2024/08/15,0.284815253216,0.284808068992,0.284815253216,0.284808068992
2024/08/16,0.261955112712,0.261932054368,0.261955112712,0.261932054368
2024/08/17,0.3680008706,0.36799538872,0.3680008706,0.36799538872
2024/08/18,0.289481799352,0.289474301392,0.289481799352,0.289474301392
2024/08/19,0.293475041672,0.293466697,0.293475041672,0.293466697
2024/08/20,0.304622100672,0.304617236136,0.304622100672,0.304617236136
2024/08/21,0.309884090416,0.309882353888,0.309884090416,0.309882353888
2024/08/22,0.333037735968,0.333037906936,0.333037735968,0.333037906936
2024/08/23,0.326613748008,0.326610135424,0.326613748008,0.326610135424
2024/08/24,0.3109022072,0.310901160576,0.3109022072,0.310901160576
2024/08/25,0.301847412696,0.301838737856,0.301847412696,0.301838737856
2024/08/26,0.31391821744,0.31384288148,0.31391821744,0.31384288148
2024/08/27,0.323207424848,0.323208334096,0.323207424848,0.323208334096
2024/08/28,0.328059686432,0.327963220208,0.328059686432,0.327963220208
2024/08/29,0.352790917,0.352764844896,0.352790917,0.352764844896
2024/08/30,0.35092519896,0.350925947576,0.35092519896,0.350925947576
2024/08/31,0.33714857912,0.337149283792,0.33714857912,0.337149283792
2024/09/01,0.32946286552,0.329465055744,0.32946286552,0.329465055744
2024/09/02,0.338293304272,0.3382950862,0.338293304272,0.3382950862
2024/09/03,0.332616029912,0.332618176456,0.332616029912,0.332618176456
2024/09/04,0.352208376112,0.352209314968,0.352208376112,0.352209314968
2024/09/05,0.406605080576,0.406607134752,0.406605080576,0.406607134752
2024/09/06,0.371878452432,0.371882739824,0.371878452432,0.371882739824
2024/09/07,0.366345266192,0.366348265448,0.366345266192,0.366348265448
2024/09/08,0.330506048496,0.330509970856,0.330506048496,0.330509970856
2024/09/09,0.331480277544,0.331481652248,0.331480277544,0.331481652248
2024/09/10,0.36654256012,0.366545060704,0.36654256012,0.366545060704
2024/09/11,0.39154320728,0.391545743528,0.39154320728,0.391545743528
2024/09/12,0.394025556848,0.394030106496,0.394025556848,0.394030106496
2024/09/13,0.424521182312,0.424521781656,0.424521182312,0.424521781656
2024/09/14,0.414927866272,0.414932687936,0.414927866272,0.414932687936
2024/09/15,0.408877133064,0.40888069596,0.408877133064,0.40888069596
2024/09/16,0.42628022192,0.426282701712,0.42628022192,0.426282701712
2024/09/17,0.406519179576,0.40652144488,0.406519179576,0.40652144488
2024/09/18,0.488172145168,0.488164266744,0.488172145168,0.488164266744
2024/09/19,0.472129504624,0.472135849664,0.472129504624,0.472135849664
2024/09/20,0.46715036604,0.467121342592,0.46715036604,0.467121342592
2024/09/21,0.450046806192,0.449992003232,0.450046806192,0.449992003232
2024/09/22,0.454431675448,0.454437828144,0.454431675448,0.454437828144
2024/09/23,0.434448415256,0.434453234576,0.434448415256,0.434453234576
2024/09/24,0.407225281064,0.407229562832,0.407225281064,0.407229562832
2024/09/25,0.44636763696,0.44636974784,0.44636763696,0.44636974784
2024/09/26,0.464151880096,0.464156383408,0.464151880096,0.464156383408
2024/09/27,0.458919002968,0.458921883792,0.458919002968,0.458921883792
2024/09/28,0.454091442192,0.45409514308,0.454091442192,0.45409514308
2024/09/29,0.44791912812,0.447917783152,0.44791912812,0.447917783152
2024/09/30,0.460126316944,0.46012752264,0.460126316944,0.46012752264
2024/10/01,0.425759407752,0.425761696296,0.425759407752,0.425761696296
2024/10/02,0.394176836648,0.39417894912,0.394176836648,0.39417894912
2024/10/03,0.388649587688,0.388653966144,0.388649587688,0.388653966144
2024/10/04,0.391574565864,0.391576160496,0.391574565864,0.391576160496
2024/10/05,0.377260176104,0.377260973832,0.377260176104,0.377260973832
2024/10/06,0.379320257992,0.379320746496,0.379320257992,0.379320746496
2024/10/07,0.3673904864,0.367396109192,0.3673904864,0.367396109192
2024/10/08,0.3416523118,0.341652896024,0.3416523118,0.341652896024
2024/10/09,0.36484292644,0.36484448352,0.36484292644,0.36484448352
2024/10/10,0.391120394888,0.391122585616,0.391120394888,0.391122585616
2024/10/11,0.405403674656,0.40538206116,0.405403674656,0.40538206116
2024/10/12,0.441772139584,0.441771577168,0.441772139584,0.441771577168
2024/10/13,0.450801750536,0.450800460112,0.450801750536,0.450800460112
2024/10/14,0.438003713024,0.438006208984,0.438003713024,0.438006208984
2024/10/15,0.415316349344,0.415315332928,0.415316349344,0.415315332928
2024/10/16,0.451262921408,0.451262587848,0.451262921408,0.451262587848
2024/10/17,0.45323641616,0.453239558656,0.45323641616,0.453239558656
2024/10/18,0.443183663424,0.443183892792,0.443183663424,0.443183892792
2024/10/19,0.502662315552,0.502666313288,0.502662315552,0.502666313288
2024/10/20,0.501045251488,0.501045210968,0.501045251488,0.501045210968
2024/10/21,0.490334754688,0.49033253544,0.490334754688,0.49033253544
2024/10/22,0.468866835856,0.468868436432,0.468866835856,0.468868436432
2024/10/23,0.505349489304,0.505349978008,0.505349489304,0.505349978008
2024/10/24,0.510484520872,0.510487704648,0.510484520872,0.510487704648
2024/10/25,0.495966380224,0.495972236672,0.495966380224,0.495972236672
2024/10/26,0.508058391792,0.50806374668,0.508058391792,0.50806374668
2024/10/27,0.462471026256,0.462473854976,0.462471026256,0.462473854976
2024/10/28,0.44284540744,0.442847571936,0.44284540744,0.442847571936
2024/10/29,0.431171457528,0.43117618732,0.431171457528,0.43117618732
2024/10/30,0.463474891976,0.463478860816,0.463474891976,0.463478860816
2024/10/31,0.49512155056,0.495129443832,0.49512155056,0.495129443832
2024/11/01,0.481463689152,0.481469644064,0.481463689152,0.481469644064
2024/11/02,0.46061703304,0.460621874008,0.46061703304,0.460621874008
2024/11/03,0.596182840096,0.59618953024,0.596182840096,0.59618953024
2024/11/04,0.539787866608,0.539798827072,0.539787866608,0.539798827072
2024/11/05,0.46067102624,0.460657281536,0.46067102624,0.460657281536
2024/11/06,0.492740184728,0.492746694432,0.492740184728,0.492746694432
2024/11/07,0.4962081478,0.496214430144,0.4962081478,0.496214430144
2024/11/08,0.505905936672,0.505915385288,0.505905936672,0.505915385288
2024/11/09,0.496365766512,0.496371554008,0.496365766512,0.496371554008
2024/11/10,0.480514832864,0.480517771696,0.480514832864,0.480517771696
2024/11/11,0.47836514872,0.478371104448,0.47836514872,0.478371104448
2024/11/12,0.424380933536,0.42438735984,0.424380933536,0.42438735984
2024/11/13,0.450293934144,0.450300209072,0.450293934144,0.450300209072
2024/11/14,0.514446557296,0.514453886048,0.514446557296,0.514453886048
2024/11/15,0.524281719872,0.524287313072,0.524281719872,0.524287313072
2024/11/16,0.493956907832,0.493961409416,0.493956907832,0.493961409416
2024/11/17,0.457858253392,0.45786255024,0.457858253392,0.45786255024
2024/11/18,0.425065916064,0.425068126024,0.425065916064,0.425068126024
2024/11/19,0.413285825512,0.413290460472,0.413285825512,0.413290460472
2024/11/20,0.426784662368,0.426777434288,0.426784662368,0.426777434288
2024/11/21,0.475611990472,0.475616795024,0.475611990472,0.475616795024
2024/11/22,0.489782711392,0.48978931336,0.489782711392,0.48978931336
2024/11/23,0.492153104792,0.492158797624,0.492153104792,0.492158797624
2024/11/24,0.504832872488,0.504834403848,0.504832872488,0.504834403848
2024/11/25,0.500199836384,0.500203473432,0.500199836384,0.500203473432
2024/11/26,0.451029682696,0.451034744608,0.451029682696,0.451034744608
2024/11/27,0.479671604008,0.479677193056,0.479671604008,0.479677193056
2024/11/28,0.482644582952,0.482663379896,0.482644582952,0.482663379896
2024/11/29,0.495877183224,0.495880995496,0.495877183224,0.495880995496
2024/11/30,0.48917809516,0.48918430448,0.48917809516,0.48918430448
2024/12/01,0.53420623968,0.534208789728,0.53420623968,0.534208789728
2024/12/02,0.647211990264,0.647218363664,0.647211990264,0.647218363664
2024/12/03,0.493804431352,0.493816676464,0.493804431352,0.493816676464
2024/12/04,0.490481763168,0.490490690904,0.490481763168,0.490490690904
2024/12/05,0.515246855064,0.515268267416,0.515246855064,0.515268267416
2024/12/06,0.506855056792,0.50687895496,0.506855056792,0.50687895496
2024/12/07,0.513068020136,0.513076901256,0.513068020136,0.513076901256
2024/12/08,0.501285751848,0.501289753424,0.501285751848,0.501289753424
2024/12/09,0.486702079368,0.486707530176,0.486702079368,0.486707530176
2024/12/10,0.438220911856,0.438227106552,0.438220911856,0.438227106552
2024/12/11,0.50581566036,0.505821320216,0.50581566036,0.505821320216
2024/12/12,0.502376060216,0.502398985,0.502376060216,0.502398985
2024/12/13,0.488671899416,0.488677380176,0.488671899416,0.488677380176
2024/12/14,0.493560215312,0.4935774666,0.493560215312,0.4935774666
2024/12/15,0.497389190008,0.497393215616,0.497389190008,0.497393215616
2024/12/16,0.480152651808,0.480154606608,0.480152651808,0.480154606608
2024/12/17,0.447108136536,0.447108842256,0.447108136536,0.447108842256
2024/12/18,0.480471414848,0.480437313384,0.480471414848,0.480437313384
2024/12/19,0.492235683368,0.492239482568,0.492235683368,0.492239482568
2024/12/20,0.482536023816,0.482546831872,0.482536023816,0.482546831872
2024/12/21,0.472593983264,0.472599686008,0.472593983264,0.472599686008
2024/12/22,0.467662408968,0.467667980352,0.467662408968,0.467667980352
2024/12/23,0.454165484768,0.454166620176,0.454165484768,0.454166620176
2024/12/24,0.404136189976,0.404141414464,0.404136189976,0.404141414464
2024/12/25,0.398103983872,0.39810656984,0.398103983872,0.39810656984
2024/12/26,0.40022478932,0.4002299956,0.40022478932,0.4002299956
2024/12/27,0.449333662296,0.449334556344,0.449333662296,0.449334556344
2024/12/28,0.439230596728,0.439233772976,0.439230596728,0.439233772976
2024/12/29,0.424254541296,0.424257560352,0.424254541296,0.424257560352
2024/12/30,0.423042293712,0.423042820232,0.423042293712,0.423042820232
2024/12/31,0.403910401944,0.403913477536,0.403910401944,0.403913477536
2025/01/01,0.355452937408,0.355456433128,0.355452937408,0.355456433128
2025/01/02,0.380966267232,0.380969117872,0.380966267232,0.380969117872
2025/01/03,0.427655138072,0.427661076248,0.427655138072,0.427661076248
2025/01/04,0.425026678072,0.425029563792,0.425026678072,0.425029563792
2025/01/05,0.420649886048,0.420656029184,0.420649886048,0.420656029184
2025/01/06,0.440593109216,0.44059684964,0.440593109216,0.44059684964
2025/01/07,0.424711388664,0.424714379664,0.424711388664,0.424714379664
2025/01/08,0.423385412888,0.42339098,0.423385412888,0.42339098
2025/01/09,0.432618045848,0.43262489476,0.432618045848,0.43262489476
2025/01/10,0.450808546824,0.450815220112,0.450808546824,0.450815220112
2025/01/11,0.438603200216,0.438608096504,0.438603200216,0.438608096504
2025/01/12,0.437073622928,0.437083639432,0.437073622928,0.437083639432
2025/01/13,0.45851770536,0.458525223832,0.45851770536,0.458525223832
2025/01/14,0.432221650136,0.432407227064,0.432221650136,0.432407227064
2025/01/15,0.487623650544,0.487629226136,0.487623650544,0.487629226136
2025/01/16,0.47182546816,0.471835213272,0.47182546816,0.471835213272
2025/01/17,0.446214959992,0.446224417824,0.446214959992,0.446224417824
2025/01/18,0.435265757088,0.435272555688,0.435265757088,0.435272555688
2025/01/19,0.415495320144,0.415501096928,0.415495320144,0.415501096928
2025/01/20,0.437060762768,0.437066210104,0.437060762768,0.437066210104
2025/01/21,0.417985640216,0.417946899616,0.417985640216,0.417946899616
2025/01/22,0.445622830344,0.445629181832,0.445622830344,0.445629181832
2025/01/23,0.45811751492,0.458125800976,0.45811751492,0.458125800976
2025/01/24,0.476197908896,0.476218799464,0.476197908896,0.476218799464
2025/01/25,0.45457803612,0.454582529792,0.45457803612,0.454582529792
2025/01/26,0.431526164968,0.431523211784,0.431526164968,0.431523211784
2025/01/27,0.437100522976,0.4371069756,0.437100522976,0.4371069756
2025/01/28,0.408530479088,0.408537767912,0.408530479088,0.408537767912
2025/01/29,0.448937719032,0.449311329632,0.448937719032,0.449311329632
2025/01/30,0.46425441356,0.464257546688,0.46425441356,0.464257546688
2025/01/31,0.470771609112,0.470768309296,0.470771609112,0.470768309296
2025/02/01,0.480167778464,0.480172953152,0.480167778464,0.480172953152
2025/02/02,0.450188253024,0.450192998264,0.450188253024,0.450192998264
2025/02/03,0.443509616984,0.443514731184,0.443509616984,0.443514731184
2025/02/04,0.434788762672,0.434795039224,0.434788762672,0.434795039224
2025/02/05,0.483265440352,0.483270031928,0.483265440352,0.483270031928
2025/02/06,0.501542616856,0.50154989832,0.501542616856,0.50154989832
2025/02/07,0.486664053048,0.486689318984,0.486664053048,0.486689318984
2025/02/08,0.480731689504,0.480739546592,0.480731689504,0.480739546592
2025/02/09,0.47013695548,0.470147048344,0.47013695548,0.470147048344
2025/02/10,0.489409768376,0.489423061176,0.489409768376,0.489423061176
2025/02/11,0.440695901816,0.440704498624,0.440695901816,0.440704498624
2025/02/12,0.472442251296,0.47244747848,0.472442251296,0.47244747848
2025/02/13,0.468639222848,0.468645528504,0.468639222848,0.468645528504
2025/02/14,0.459727183904,0.459732224976,0.459727183904,0.459732224976
2025/02/15,0.438300566992,0.43830606772,0.438300566992,0.43830606772
2025/02/16,0.436569055184,0.436574989952,0.436569055184,0.436574989952
2025/02/17,0.44292927072,0.442921503416,0.44292927072,0.442921503416
2025/02/18,0.407016436864,0.407019069784,0.407016436864,0.407019069784
2025/02/19,0.4365704526,0.436572282992,0.4365704526,0.436572282992
2025/02/20,0.47883597504,0.478840958392,0.47883597504,0.478840958392
2025/02/21,0.469190952408,0.46919648316,0.469190952408,0.46919648316
2025/02/22,0.531437159672,0.536199259408,0.531437159672,0.536199259408
2025/02/23,0.50121659236,0.501209889192,0.50121659236,0.501209889192
2025/02/24,0.487814228816,0.487817352776,0.487814228816,0.487817352776
2025/02/25,0.444972802408,0.444973137696,0.444972802408,0.444973137696
2025/02/26,0.467815766776,0.46781896444,0.467815766776,0.46781896444
2025/02/27,0.513944115008,0.513944217232,0.513944115008,0.513944217232
2025/02/28,0.47934052816,0.479333872216,0.47934052816,0.479333872216
2025/03/01,0.503160692752,0.503156392728,0.503160692752,0.503156392728
2025/03/02,0.412353090632,0.412344827296,0.412353090632,0.412344827296
2025/03/03,0.418561219728,0.418560809224,0.418561219728,0.418560809224
